user_id,currency_pair,action,amount,price,timestamp,risk_rate,stop_loss,take_profit
4,EUR/USD,sell,9134,1.13979,14/07/2015 00:00,0.0115,1.15185,1.10665
9,EUR/USD,sell,4014,1.17973,14/07/2015 04:00,0.0127,1.19823,1.13931
9,EUR/USD,buy,24584,1.09253,14/07/2015 08:00,0.0299,1.0807,1.11944
2,EUR/USD,sell,10195,1.0829,14/07/2015 12:00,0.0195,1.10318,1.0598
7,EUR/USD,sell,34595,1.09142,14/07/2015 16:00,0.023,1.11108,1.05537
8,EUR/USD,sell,22420,1.18891,14/07/2015 20:00,0.0242,1.20464,1.1432
8,EUR/USD,buy,10193,1.09957,15/07/2015 00:00,0.0154,1.08547,1.12271
3,EUR/USD,buy,21869,1.20122,15/07/2015 04:00,0.0238,1.18106,1.23574
7,EUR/USD,sell,6702,1.08965,15/07/2015 08:00,0.0277,1.10244,1.04854
5,EUR/USD,sell,41956,1.15545,15/07/2015 12:00,0.0276,1.17284,1.12308
7,EUR/USD,sell,12420,1.12675,15/07/2015 16:00,0.0299,1.14796,1.09101
4,EUR/USD,sell,21496,1.06484,15/07/2015 20:00,0.0072,1.07943,1.0246
7,EUR/USD,buy,30966,1.23391,16/07/2015 00:00,0.0131,1.22081,1.2828
6,EUR/USD,buy,43033,1.11834,16/07/2015 04:00,0.0172,1.10651,1.16238
2,EUR/USD,buy,18747,1.07495,16/07/2015 08:00,0.0239,1.06077,1.10245
2,EUR/USD,buy,18149,1.08883,16/07/2015 12:00,0.0071,1.06841,1.11637
4,EUR/USD,buy,20297,1.18885,16/07/2015 16:00,0.0175,1.16962,1.23071
9,EUR/USD,sell,9207,1.20527,16/07/2015 20:00,0.017,1.22195,1.17807
3,EUR/USD,buy,32805,1.09085,17/07/2015 00:00,0.0066,1.07216,1.11466
4,EUR/USD,buy,39117,1.08683,17/07/2015 04:00,0.0088,1.07042,1.12528
8,EUR/USD,sell,11539,1.22896,17/07/2015 08:00,0.0088,1.244,1.19901
5,EUR/USD,sell,38662,1.07285,17/07/2015 12:00,0.0155,1.08514,1.04346
4,EUR/USD,sell,43931,1.17902,17/07/2015 16:00,0.0163,1.19418,1.15447
1,EUR/USD,sell,46884,1.18965,17/07/2015 20:00,0.0234,1.21108,1.15072
4,EUR/USD,buy,2533,1.20453,18/07/2015 00:00,0.0105,1.18668,1.2312
10,EUR/USD,buy,39703,1.21655,18/07/2015 04:00,0.0206,1.20034,1.25445
6,EUR/USD,sell,4583,1.22576,18/07/2015 08:00,0.0203,1.24597,1.18257
7,EUR/USD,sell,43884,1.24527,18/07/2015 12:00,0.0253,1.26416,1.21048
4,EUR/USD,sell,6729,1.12867,18/07/2015 16:00,0.0053,1.14438,1.09088
10,EUR/USD,buy,41612,1.24249,18/07/2015 20:00,0.0136,1.22656,1.28795
7,EUR/USD,buy,28406,1.10686,19/07/2015 00:00,0.0243,1.08513,1.13678
6,EUR/USD,buy,17503,1.24288,19/07/2015 04:00,0.0057,1.22995,1.28363
10,EUR/USD,buy,9095,1.21284,19/07/2015 08:00,0.0121,1.19404,1.2487
10,EUR/USD,sell,16432,1.05579,19/07/2015 12:00,0.0219,1.07497,1.03046
1,EUR/USD,buy,39913,1.07666,19/07/2015 16:00,0.0213,1.05911,1.10581
6,EUR/USD,sell,5045,1.21224,19/07/2015 20:00,0.0223,1.23144,1.16623
3,EUR/USD,sell,49956,1.24497,20/07/2015 00:00,0.0076,1.2671,1.2055
3,EUR/USD,buy,21173,1.1747,20/07/2015 04:00,0.0058,1.16082,1.20471
3,EUR/USD,sell,25214,1.10117,20/07/2015 08:00,0.0258,1.12262,1.06063
10,EUR/USD,buy,32756,1.18728,20/07/2015 12:00,0.0262,1.1742,1.21232
4,EUR/USD,buy,29842,1.11066,20/07/2015 16:00,0.0208,1.09279,1.15263
6,EUR/USD,buy,1098,1.05781,20/07/2015 20:00,0.0073,1.04265,1.0974
2,EUR/USD,sell,6627,1.09541,21/07/2015 00:00,0.0281,1.10884,1.06858
5,EUR/USD,sell,29281,1.23791,21/07/2015 04:00,0.0087,1.25243,1.20815
9,EUR/USD,sell,44703,1.17424,21/07/2015 08:00,0.0277,1.19377,1.147
7,EUR/USD,buy,11684,1.06111,21/07/2015 12:00,0.0099,1.04829,1.09347
6,EUR/USD,buy,30385,1.11013,21/07/2015 16:00,0.0272,1.09813,1.14962
7,EUR/USD,sell,40534,1.17888,21/07/2015 20:00,0.0182,1.19383,1.15454
1,EUR/USD,buy,46535,1.06785,22/07/2015 00:00,0.0066,1.05451,1.0899
7,EUR/USD,sell,35541,1.12901,22/07/2015 04:00,0.0244,1.14052,1.10479
1,EUR/USD,buy,44785,1.13832,22/07/2015 08:00,0.0245,1.12559,1.18054
9,EUR/USD,buy,40082,1.16863,22/07/2015 12:00,0.0085,1.14694,1.19522
3,EUR/USD,buy,44816,1.09568,22/07/2015 16:00,0.0194,1.07988,1.1371
2,EUR/USD,buy,8285,1.19049,22/07/2015 20:00,0.0196,1.17309,1.2304
3,EUR/USD,sell,43352,1.1132,23/07/2015 00:00,0.0196,1.12965,1.08177
2,EUR/USD,sell,10442,1.24556,23/07/2015 04:00,0.0147,1.25846,1.20359
2,EUR/USD,buy,27074,1.1541,23/07/2015 08:00,0.0175,1.13793,1.19034
6,EUR/USD,sell,19842,1.12937,23/07/2015 12:00,0.0111,1.14653,1.09655
7,EUR/USD,sell,27475,1.18606,23/07/2015 16:00,0.0187,1.2046,1.15467
3,EUR/USD,sell,49419,1.13955,23/07/2015 20:00,0.0102,1.15228,1.09458
8,EUR/USD,buy,29546,1.06604,24/07/2015 00:00,0.011,1.04951,1.09458
10,EUR/USD,buy,38766,1.20132,24/07/2015 04:00,0.0283,1.18751,1.22569
10,EUR/USD,buy,37732,1.10722,24/07/2015 08:00,0.0137,1.087,1.13584
9,EUR/USD,sell,18175,1.06479,24/07/2015 12:00,0.0241,1.07589,1.04201
2,EUR/USD,buy,1519,1.20168,24/07/2015 16:00,0.0276,1.17872,1.2481
6,EUR/USD,sell,18206,1.23811,24/07/2015 20:00,0.0138,1.25874,1.21298
1,EUR/USD,buy,20766,1.22933,25/07/2015 00:00,0.0058,1.21544,1.277
8,EUR/USD,buy,47553,1.14207,25/07/2015 04:00,0.0298,1.11963,1.18044
8,EUR/USD,buy,5155,1.11723,25/07/2015 08:00,0.0227,1.10388,1.1401
10,EUR/USD,sell,28312,1.19167,25/07/2015 12:00,0.0066,1.20578,1.14582
10,EUR/USD,sell,34938,1.14045,25/07/2015 16:00,0.0118,1.16041,1.11591
10,EUR/USD,buy,43502,1.11259,25/07/2015 20:00,0.0248,1.09656,1.1451
5,EUR/USD,sell,43950,1.12523,26/07/2015 00:00,0.0236,1.13693,1.10079
9,EUR/USD,sell,41557,1.07085,26/07/2015 04:00,0.0095,1.09169,1.03601
7,EUR/USD,buy,28316,1.09105,26/07/2015 08:00,0.0203,1.07528,1.11935
4,EUR/USD,buy,49400,1.0951,26/07/2015 12:00,0.0134,1.07688,1.13311
4,EUR/USD,sell,33175,1.17374,26/07/2015 16:00,0.0064,1.19398,1.12911
5,EUR/USD,buy,10387,1.0794,26/07/2015 20:00,0.0203,1.06393,1.11148
8,EUR/USD,sell,10301,1.10368,27/07/2015 00:00,0.012,1.12466,1.07123
5,EUR/USD,buy,26623,1.13576,27/07/2015 04:00,0.0229,1.12109,1.17926
9,EUR/USD,sell,5962,1.12266,27/07/2015 08:00,0.0222,1.14322,1.08227
7,EUR/USD,sell,21653,1.10785,27/07/2015 12:00,0.007,1.12581,1.08083
2,EUR/USD,buy,21311,1.13539,27/07/2015 16:00,0.0179,1.11366,1.15956
9,EUR/USD,buy,45288,1.1772,27/07/2015 20:00,0.0063,1.16059,1.21986
2,EUR/USD,buy,23975,1.19029,28/07/2015 00:00,0.0072,1.17656,1.2157
7,EUR/USD,sell,48051,1.2465,28/07/2015 04:00,0.021,1.26947,1.20534
9,EUR/USD,sell,12845,1.13645,28/07/2015 08:00,0.0071,1.15585,1.10508
1,EUR/USD,sell,49444,1.21453,28/07/2015 12:00,0.0087,1.23212,1.18859
1,EUR/USD,sell,31799,1.05142,28/07/2015 16:00,0.0115,1.07006,1.02358
9,EUR/USD,sell,36578,1.11654,28/07/2015 20:00,0.0212,1.13343,1.08919
8,EUR/USD,sell,11412,1.11089,29/07/2015 00:00,0.0229,1.12304,1.08001
4,EUR/USD,buy,1428,1.1052,29/07/2015 04:00,0.0189,1.08727,1.14148
7,EUR/USD,buy,1357,1.14373,29/07/2015 08:00,0.0151,1.12234,1.18061
4,EUR/USD,sell,5967,1.21806,29/07/2015 12:00,0.0161,1.23284,1.1815
6,EUR/USD,buy,29141,1.0692,29/07/2015 16:00,0.0053,1.05647,1.10197
8,EUR/USD,buy,33991,1.13443,29/07/2015 20:00,0.0223,1.11709,1.1794
1,EUR/USD,buy,28109,1.2319,30/07/2015 00:00,0.0276,1.21957,1.27481
2,EUR/USD,buy,18135,1.1349,30/07/2015 04:00,0.0088,1.114,1.15841
7,EUR/USD,buy,14738,1.2479,30/07/2015 08:00,0.0257,1.22659,1.29329
10,EUR/USD,buy,9946,1.09428,30/07/2015 12:00,0.0128,1.07284,1.13492
3,EUR/USD,buy,45004,1.10479,30/07/2015 16:00,0.0279,1.08621,1.14237
2,EUR/USD,buy,34276,1.22436,30/07/2015 20:00,0.0179,1.20637,1.26069
7,EUR/USD,buy,36911,1.14496,31/07/2015 00:00,0.0255,1.13215,1.18091
4,EUR/USD,sell,44123,1.17414,31/07/2015 04:00,0.0196,1.19481,1.14044
9,EUR/USD,buy,39787,1.14408,31/07/2015 08:00,0.0061,1.13086,1.17102
4,EUR/USD,sell,41678,1.21032,31/07/2015 12:00,0.007,1.22359,1.176
4,EUR/USD,sell,37334,1.10778,31/07/2015 16:00,0.027,1.12047,1.0653
6,EUR/USD,sell,38004,1.21069,31/07/2015 20:00,0.0109,1.22284,1.18482
6,EUR/USD,buy,46818,1.1097,01/08/2015 00:00,0.0192,1.0901,1.1446
8,EUR/USD,sell,1165,1.24507,01/08/2015 04:00,0.0144,1.25969,1.21838
6,EUR/USD,sell,14784,1.23683,01/08/2015 08:00,0.0221,1.25731,1.19298
4,EUR/USD,sell,14511,1.16261,01/08/2015 12:00,0.0262,1.18492,1.13249
10,EUR/USD,buy,48129,1.15355,01/08/2015 16:00,0.0136,1.13925,1.19156
7,EUR/USD,sell,15396,1.08863,01/08/2015 20:00,0.0204,1.10962,1.05304
6,EUR/USD,sell,17087,1.18832,02/08/2015 00:00,0.0073,1.20403,1.14623
9,EUR/USD,buy,8431,1.10869,02/08/2015 04:00,0.0158,1.09348,1.13489
3,EUR/USD,sell,16492,1.24506,02/08/2015 08:00,0.0136,1.25832,1.21909
1,EUR/USD,buy,26592,1.07929,02/08/2015 12:00,0.0053,1.06097,1.11653
4,EUR/USD,sell,47199,1.23636,02/08/2015 16:00,0.0146,1.24905,1.21069
4,EUR/USD,sell,16516,1.06815,02/08/2015 20:00,0.0208,1.08526,1.04094
1,EUR/USD,sell,32733,1.10558,03/08/2015 00:00,0.0294,1.12619,1.07345
6,EUR/USD,buy,29184,1.12213,03/08/2015 04:00,0.0218,1.10287,1.15624
8,EUR/USD,buy,27930,1.12574,03/08/2015 08:00,0.0197,1.10537,1.15524
5,EUR/USD,buy,26487,1.16523,03/08/2015 12:00,0.02,1.15216,1.19578
5,EUR/USD,sell,4767,1.11205,03/08/2015 16:00,0.0125,1.12515,1.08675
10,EUR/USD,buy,43332,1.22481,03/08/2015 20:00,0.0207,1.20536,1.25757
1,EUR/USD,sell,46207,1.18241,04/08/2015 00:00,0.008,1.20547,1.14098
3,EUR/USD,sell,28475,1.1377,04/08/2015 04:00,0.0076,1.15643,1.09982
4,EUR/USD,buy,32162,1.12018,04/08/2015 08:00,0.0114,1.09798,1.14829
9,EUR/USD,buy,27806,1.09685,04/08/2015 12:00,0.0073,1.07552,1.13689
1,EUR/USD,sell,10947,1.19394,04/08/2015 16:00,0.029,1.21577,1.15527
4,EUR/USD,buy,46689,1.14334,04/08/2015 20:00,0.0059,1.12613,1.18399
1,EUR/USD,buy,42800,1.10678,05/08/2015 00:00,0.0278,1.0921,1.1461
6,EUR/USD,sell,9356,1.07246,05/08/2015 04:00,0.0202,1.08783,1.03288
3,EUR/USD,sell,44958,1.15686,05/08/2015 08:00,0.0204,1.17432,1.13173
1,EUR/USD,sell,32274,1.17843,05/08/2015 12:00,0.0291,1.191,1.15141
4,EUR/USD,sell,3635,1.05839,05/08/2015 16:00,0.0095,1.07677,1.02896
10,EUR/USD,sell,17146,1.17983,05/08/2015 20:00,0.0063,1.19596,1.15599
5,EUR/USD,buy,43729,1.11954,06/08/2015 00:00,0.0081,1.10068,1.14279
10,EUR/USD,buy,8541,1.22266,06/08/2015 04:00,0.0234,1.20519,1.25245
5,EUR/USD,buy,23874,1.06828,06/08/2015 08:00,0.0204,1.05592,1.10252
8,EUR/USD,sell,22153,1.17693,06/08/2015 12:00,0.0259,1.19442,1.14048
2,EUR/USD,sell,14471,1.10787,06/08/2015 16:00,0.0172,1.12276,1.08221
1,EUR/USD,sell,37049,1.11693,06/08/2015 20:00,0.026,1.13693,1.07944
9,EUR/USD,sell,9536,1.15187,07/08/2015 00:00,0.0129,1.17197,1.12031
3,EUR/USD,sell,49941,1.15673,07/08/2015 04:00,0.0176,1.17466,1.12884
1,EUR/USD,sell,33986,1.2013,07/08/2015 08:00,0.0266,1.22266,1.15704
5,EUR/USD,buy,45043,1.10401,07/08/2015 12:00,0.0137,1.08928,1.13819
1,EUR/USD,buy,41367,1.09374,07/08/2015 16:00,0.0237,1.07493,1.13194
3,EUR/USD,buy,14067,1.20254,07/08/2015 20:00,0.0145,1.17939,1.23929
3,EUR/USD,sell,26205,1.24421,08/08/2015 00:00,0.023,1.26144,1.20701
7,EUR/USD,sell,27558,1.17893,08/08/2015 04:00,0.0075,1.19588,1.14729
10,EUR/USD,sell,40538,1.07071,08/08/2015 08:00,0.0202,1.08833,1.04616
4,EUR/USD,sell,43936,1.14234,08/08/2015 12:00,0.0213,1.16317,1.10137
3,EUR/USD,sell,20362,1.07294,08/08/2015 16:00,0.0129,1.08632,1.03829
3,EUR/USD,buy,20365,1.18653,08/08/2015 20:00,0.021,1.16772,1.22182
4,EUR/USD,buy,46820,1.23373,09/08/2015 00:00,0.0069,1.21832,1.26129
3,EUR/USD,sell,20504,1.06584,09/08/2015 04:00,0.0217,1.07679,1.04246
5,EUR/USD,buy,20422,1.16766,09/08/2015 08:00,0.014,1.15545,1.19283
6,EUR/USD,buy,35271,1.13552,09/08/2015 12:00,0.0298,1.11743,1.16595
2,EUR/USD,sell,9989,1.1852,09/08/2015 16:00,0.0057,1.20548,1.14422
3,EUR/USD,buy,46727,1.12618,09/08/2015 20:00,0.0105,1.11408,1.16839
5,EUR/USD,sell,49833,1.18755,10/08/2015 00:00,0.0184,1.21114,1.14568
9,EUR/USD,sell,48404,1.20213,10/08/2015 04:00,0.0235,1.22451,1.1756
6,EUR/USD,sell,15730,1.16853,10/08/2015 08:00,0.0205,1.18339,1.14514
10,EUR/USD,buy,17622,1.14711,10/08/2015 12:00,0.0217,1.12935,1.19163
4,EUR/USD,sell,41577,1.1352,10/08/2015 16:00,0.0068,1.15635,1.11023
5,EUR/USD,buy,29191,1.11173,10/08/2015 20:00,0.0204,1.09248,1.13693
5,EUR/USD,buy,22186,1.21621,11/08/2015 00:00,0.025,1.20258,1.26368
10,EUR/USD,sell,20551,1.09344,11/08/2015 04:00,0.0054,1.11167,1.0572
3,EUR/USD,buy,12530,1.24235,11/08/2015 08:00,0.0243,1.22557,1.27177
9,EUR/USD,buy,19108,1.06698,11/08/2015 12:00,0.0137,1.05103,1.09242
7,EUR/USD,sell,42701,1.18231,11/08/2015 16:00,0.0135,1.20241,1.13505
3,EUR/USD,sell,24749,1.07254,11/08/2015 20:00,0.0083,1.08518,1.04978
8,EUR/USD,sell,2709,1.05513,12/08/2015 00:00,0.0286,1.06912,1.01508
5,EUR/USD,buy,26584,1.14851,12/08/2015 04:00,0.009,1.13147,1.1768
10,EUR/USD,buy,40031,1.18902,12/08/2015 08:00,0.0173,1.17182,1.22938
3,EUR/USD,sell,22028,1.06268,12/08/2015 12:00,0.022,1.07662,1.0335
9,EUR/USD,sell,9850,1.10053,12/08/2015 16:00,0.0171,1.12166,1.07657
7,EUR/USD,buy,27377,1.10431,12/08/2015 20:00,0.0094,1.08886,1.1284
5,EUR/USD,sell,41897,1.21312,13/08/2015 00:00,0.0123,1.23394,1.17456
7,EUR/USD,buy,41530,1.08087,13/08/2015 04:00,0.0057,1.06586,1.11033
4,EUR/USD,buy,47919,1.06376,13/08/2015 08:00,0.014,1.05205,1.09378
3,EUR/USD,sell,40213,1.0714,13/08/2015 12:00,0.0246,1.09197,1.03105
6,EUR/USD,sell,10673,1.24833,13/08/2015 16:00,0.017,1.27049,1.19965
9,EUR/USD,sell,24871,1.05332,13/08/2015 20:00,0.0175,1.07232,1.01639
3,EUR/USD,buy,36755,1.18847,14/08/2015 00:00,0.012,1.17336,1.23203
9,EUR/USD,sell,39488,1.1145,14/08/2015 04:00,0.0278,1.1366,1.08525
10,EUR/USD,sell,17982,1.06762,14/08/2015 08:00,0.0257,1.08629,1.0343
9,EUR/USD,buy,34775,1.23256,14/08/2015 12:00,0.0123,1.21807,1.26218
1,EUR/USD,sell,45376,1.17923,14/08/2015 16:00,0.0121,1.19172,1.13482
3,EUR/USD,buy,36011,1.07934,14/08/2015 20:00,0.0066,1.06789,1.11957
8,EUR/USD,buy,19651,1.10595,15/08/2015 00:00,0.0202,1.09227,1.13163
10,EUR/USD,sell,16179,1.17318,15/08/2015 04:00,0.0249,1.19235,1.14107
10,EUR/USD,sell,48446,1.15277,15/08/2015 08:00,0.0259,1.16497,1.11867
3,EUR/USD,buy,30919,1.22018,15/08/2015 12:00,0.0236,1.20755,1.25652
8,EUR/USD,buy,49898,1.07391,15/08/2015 16:00,0.0143,1.05768,1.11584
1,EUR/USD,buy,22051,1.14037,15/08/2015 20:00,0.0196,1.12362,1.17716
7,EUR/USD,sell,11899,1.17953,16/08/2015 00:00,0.014,1.19517,1.15088
4,EUR/USD,sell,5453,1.07134,16/08/2015 04:00,0.0148,1.09219,1.04313
2,EUR/USD,buy,20701,1.24285,16/08/2015 08:00,0.0084,1.2232,1.28938
4,EUR/USD,sell,18109,1.0806,16/08/2015 12:00,0.0116,1.09309,1.04437
10,EUR/USD,buy,22991,1.07499,16/08/2015 16:00,0.0153,1.06048,1.10468
1,EUR/USD,buy,28191,1.09547,16/08/2015 20:00,0.024,1.08149,1.12007
10,EUR/USD,buy,28738,1.15118,17/08/2015 00:00,0.027,1.13654,1.18226
8,EUR/USD,sell,1212,1.09428,17/08/2015 04:00,0.029,1.11047,1.07151
9,EUR/USD,sell,19111,1.0684,17/08/2015 08:00,0.0285,1.08677,1.03351
10,EUR/USD,buy,44282,1.22746,17/08/2015 12:00,0.0174,1.20326,1.27254
3,EUR/USD,sell,18064,1.21112,17/08/2015 16:00,0.0226,1.23465,1.1755
3,EUR/USD,buy,32388,1.21874,17/08/2015 20:00,0.0081,1.2034,1.25338
10,EUR/USD,buy,31781,1.10093,18/08/2015 00:00,0.0279,1.08656,1.13258
4,EUR/USD,sell,33153,1.18287,18/08/2015 04:00,0.014,1.19606,1.15633
3,EUR/USD,sell,37757,1.16346,18/08/2015 08:00,0.013,1.18395,1.12217
9,EUR/USD,buy,34893,1.12922,18/08/2015 12:00,0.0237,1.1124,1.15727
8,EUR/USD,buy,27605,1.23834,18/08/2015 16:00,0.0171,1.22469,1.26478
8,EUR/USD,buy,28294,1.06513,18/08/2015 20:00,0.0238,1.04589,1.10204
4,EUR/USD,buy,27558,1.0997,19/08/2015 00:00,0.0277,1.0827,1.1407
1,EUR/USD,sell,27398,1.14902,19/08/2015 04:00,0.0203,1.16732,1.11913
3,EUR/USD,sell,39706,1.16241,19/08/2015 08:00,0.0115,1.1759,1.12988
3,EUR/USD,buy,42601,1.09848,19/08/2015 12:00,0.0137,1.08312,1.1414
6,EUR/USD,buy,28198,1.16672,19/08/2015 16:00,0.0255,1.14799,1.20559
9,EUR/USD,sell,28768,1.12356,19/08/2015 20:00,0.0239,1.14511,1.10056
2,EUR/USD,sell,5886,1.20713,20/08/2015 00:00,0.0163,1.2254,1.17847
5,EUR/USD,buy,13204,1.18302,20/08/2015 04:00,0.0255,1.16824,1.22235
10,EUR/USD,sell,37686,1.22499,20/08/2015 08:00,0.0251,1.24366,1.18485
3,EUR/USD,sell,28529,1.05844,20/08/2015 12:00,0.0072,1.07093,1.01977
1,EUR/USD,sell,14501,1.17089,20/08/2015 16:00,0.015,1.18785,1.1338
2,EUR/USD,sell,4210,1.21075,20/08/2015 20:00,0.0114,1.232,1.16384
10,EUR/USD,sell,12930,1.14582,21/08/2015 00:00,0.0071,1.16383,1.11072
2,EUR/USD,buy,18952,1.19644,21/08/2015 04:00,0.0251,1.17534,1.22919
4,EUR/USD,sell,12518,1.20427,21/08/2015 08:00,0.028,1.22092,1.17852
9,EUR/USD,sell,2619,1.20852,21/08/2015 12:00,0.0052,1.22087,1.17583
1,EUR/USD,buy,49173,1.23133,21/08/2015 16:00,0.0057,1.2185,1.28056
7,EUR/USD,buy,32215,1.11246,21/08/2015 20:00,0.0213,1.09496,1.1547
10,EUR/USD,sell,22511,1.06474,22/08/2015 00:00,0.0249,1.08458,1.03694
6,EUR/USD,buy,40187,1.17286,22/08/2015 04:00,0.0148,1.1568,1.21181
10,EUR/USD,buy,49173,1.12809,22/08/2015 08:00,0.013,1.10631,1.1566
8,EUR/USD,sell,27052,1.20831,22/08/2015 12:00,0.0257,1.22523,1.18183
9,EUR/USD,sell,47424,1.06105,22/08/2015 16:00,0.02,1.07178,1.03757
5,EUR/USD,buy,29718,1.18598,22/08/2015 20:00,0.0263,1.17366,1.22022
10,EUR/USD,sell,40053,1.116,23/08/2015 00:00,0.0262,1.12909,1.07665
9,EUR/USD,buy,12025,1.15137,23/08/2015 04:00,0.0209,1.1325,1.19715
7,EUR/USD,sell,12164,1.09223,23/08/2015 08:00,0.0114,1.10576,1.04993
4,EUR/USD,sell,47112,1.22278,23/08/2015 12:00,0.029,1.24207,1.1976
9,EUR/USD,buy,1906,1.08862,23/08/2015 16:00,0.0099,1.07312,1.12599
1,EUR/USD,sell,43160,1.15438,23/08/2015 20:00,0.0076,1.17494,1.1276
7,EUR/USD,buy,2769,1.10999,24/08/2015 00:00,0.0233,1.08877,1.13927
1,EUR/USD,buy,34287,1.05886,24/08/2015 04:00,0.0187,1.04789,1.09428
10,EUR/USD,sell,36656,1.24496,24/08/2015 08:00,0.0143,1.25935,1.20021
2,EUR/USD,sell,31310,1.22979,24/08/2015 12:00,0.0107,1.24741,1.19932
7,EUR/USD,sell,8008,1.05068,24/08/2015 16:00,0.0281,1.06361,1.02885
4,EUR/USD,buy,43063,1.22712,24/08/2015 20:00,0.0203,1.20477,1.26026
4,EUR/USD,sell,11351,1.24599,25/08/2015 00:00,0.0107,1.26828,1.20446
7,EUR/USD,sell,5354,1.19331,25/08/2015 04:00,0.0083,1.21539,1.15814
4,EUR/USD,buy,32757,1.19243,25/08/2015 08:00,0.0279,1.17941,1.2308
8,EUR/USD,buy,14017,1.20866,25/08/2015 12:00,0.0236,1.18963,1.23711
7,EUR/USD,sell,22130,1.10534,25/08/2015 16:00,0.0221,1.11919,1.07074
6,EUR/USD,buy,30833,1.12805,25/08/2015 20:00,0.0296,1.10679,1.15826
10,EUR/USD,sell,30938,1.21394,26/08/2015 00:00,0.0169,1.23027,1.1895
2,EUR/USD,buy,23791,1.05627,26/08/2015 04:00,0.0079,1.03657,1.09607
8,EUR/USD,buy,30286,1.05205,26/08/2015 08:00,0.0214,1.03538,1.08094
5,EUR/USD,sell,9336,1.24375,26/08/2015 12:00,0.0253,1.25694,1.21122
3,EUR/USD,sell,20363,1.16419,26/08/2015 16:00,0.0252,1.17848,1.12162
6,EUR/USD,sell,27936,1.10009,26/08/2015 20:00,0.0127,1.11648,1.0589
3,EUR/USD,buy,33193,1.24472,27/08/2015 00:00,0.0162,1.22843,1.291
10,EUR/USD,buy,20177,1.24004,27/08/2015 04:00,0.0198,1.22391,1.2829
2,EUR/USD,buy,2038,1.12192,27/08/2015 08:00,0.0283,1.10819,1.15504
3,EUR/USD,sell,5956,1.117,27/08/2015 12:00,0.0242,1.12942,1.08972
5,EUR/USD,buy,5201,1.19913,27/08/2015 16:00,0.0116,1.18546,1.23492
10,EUR/USD,sell,23450,1.24912,27/08/2015 20:00,0.0196,1.26703,1.21996
9,EUR/USD,sell,11454,1.10762,28/08/2015 00:00,0.0263,1.12827,1.07072
2,EUR/USD,buy,41869,1.12582,28/08/2015 04:00,0.0067,1.10682,1.15322
5,EUR/USD,sell,17127,1.08986,28/08/2015 08:00,0.0269,1.10696,1.05911
1,EUR/USD,buy,20525,1.22289,28/08/2015 12:00,0.0126,1.20541,1.25078
4,EUR/USD,sell,14230,1.12889,28/08/2015 16:00,0.0174,1.14118,1.09007
1,EUR/USD,sell,30798,1.10928,28/08/2015 20:00,0.017,1.12678,1.08615
1,EUR/USD,buy,48875,1.19983,29/08/2015 00:00,0.0124,1.18725,1.23051
5,EUR/USD,buy,30619,1.15182,29/08/2015 04:00,0.0225,1.13998,1.19542
10,EUR/USD,buy,23192,1.22467,29/08/2015 08:00,0.0179,1.20194,1.27024
10,EUR/USD,sell,22155,1.05438,29/08/2015 12:00,0.0217,1.06813,1.01908
10,EUR/USD,buy,13045,1.05983,29/08/2015 16:00,0.0198,1.04605,1.09112
5,EUR/USD,sell,3136,1.19832,29/08/2015 20:00,0.0062,1.21662,1.15425
8,EUR/USD,buy,28529,1.17143,30/08/2015 00:00,0.009,1.15778,1.21061
9,EUR/USD,sell,3035,1.13758,30/08/2015 04:00,0.0233,1.15721,1.11295
9,EUR/USD,buy,30452,1.15741,30/08/2015 08:00,0.024,1.13818,1.18509
2,EUR/USD,sell,39151,1.13704,30/08/2015 12:00,0.0164,1.15033,1.10016
4,EUR/USD,sell,31039,1.14701,30/08/2015 16:00,0.0163,1.16386,1.10338
4,EUR/USD,sell,12690,1.06149,30/08/2015 20:00,0.0077,1.07375,1.0379
7,EUR/USD,sell,1849,1.1215,31/08/2015 00:00,0.0227,1.13576,1.07871
8,EUR/USD,sell,35710,1.15641,31/08/2015 04:00,0.0143,1.17581,1.12401
8,EUR/USD,sell,26357,1.13051,31/08/2015 08:00,0.0202,1.14684,1.08901
9,EUR/USD,buy,13255,1.0994,31/08/2015 12:00,0.022,1.08813,1.13348
2,EUR/USD,buy,20034,1.17023,31/08/2015 16:00,0.0209,1.15676,1.1999
1,EUR/USD,buy,12946,1.14366,31/08/2015 20:00,0.0158,1.13126,1.17638
10,EUR/USD,buy,47372,1.06372,01/09/2015 00:00,0.0161,1.04836,1.09377
3,EUR/USD,buy,15213,1.13299,01/09/2015 04:00,0.0111,1.1136,1.15722
1,EUR/USD,buy,18678,1.21788,01/09/2015 08:00,0.0278,1.20444,1.25434
4,EUR/USD,buy,36665,1.21559,01/09/2015 12:00,0.0247,1.19901,1.24075
1,EUR/USD,buy,48992,1.13876,01/09/2015 16:00,0.0111,1.12359,1.16228
4,EUR/USD,sell,46118,1.17292,01/09/2015 20:00,0.0066,1.19025,1.14187
1,EUR/USD,sell,36021,1.18994,02/09/2015 00:00,0.016,1.20285,1.14344
5,EUR/USD,sell,2301,1.14344,02/09/2015 04:00,0.0179,1.1589,1.11934
5,EUR/USD,buy,30148,1.16467,02/09/2015 08:00,0.0184,1.14465,1.20235
6,EUR/USD,buy,8272,1.16613,02/09/2015 12:00,0.0089,1.15346,1.19444
